Siparis_ID,Urun_Tipi,Siparis_Adedi,Hedef_Gramaj_g,Geri_Donusumlu_Kagit_Orani,Hammadde_Nem_Orani,Firin_Hizi_m_dk,Firin_Sicakligi_C,Dogalgaz_Tuketimi_m3,Elektrik_Tuketimi_kWh
S-10278,Premium Meyve Viyolu,91987,66,0.99,0.11,32.47,224.9,250.12,1155.07
S-10279,Oluklu Mukavva Kutu,96563,170,0.74,0.084,42.84,193.5,627.23,1162.5
S-10280,Premium Meyve Viyolu,41439,65,0.83,0.111,43.29,194.4,285.7,898.77
S-10281,Standart Yumurta Viyolu,30517,45,0.97,0.115,23.58,229.0,282.6,608.12
S-10282,Endüstriyel Ambalaj Viyolu,69048,124,0.93,0.096,40.26,223.7,431.15,1101.31
S-10283,Endüstriyel Ambalaj Viyolu,48175,82,0.75,0.105,44.54,236.2,501.42,942.41
S-10284,Premium Meyve Viyolu,47762,82,0.95,0.071,30.18,230.4,354.3,846.58
S-10285,Oluklu Mukavva Kutu,69510,168,0.88,0.101,23.93,213.9,992.77,872.07
S-10286,Premium Meyve Viyolu,44675,85,0.89,0.126,19.8,207.7,676.95,625.94
S-10287,Premium Meyve Viyolu,65723,63,0.94,0.07,31.65,224.0,259.85,943.49
S-10288,Premium Meyve Viyolu,94886,64,0.81,0.128,31.63,180.3,365.12,1145.27
S-10289,Oluklu Mukavva Kutu,28643,168,0.99,0.087,24.81,188.9,490.83,594.89
S-10290,Standart Yumurta Viyolu,31747,49,1.0,0.087,28.46,223.3,191.37,692.79
S-10291,Oluklu Mukavva Kutu,67560,181,0.82,0.091,35.87,180.2,600.37,1039.56
S-10292,Endüstriyel Ambalaj Viyolu,49857,124,0.94,0.059,32.65,208.9,384.86,842.04
S-10293,Endüstriyel Ambalaj Viyolu,45683,112,0.87,0.106,31.82,216.2,607.68,817.71
S-10294,Endüstriyel Ambalaj Viyolu,67377,85,0.78,0.133,29.95,184.6,543.87,900.72
S-10295,Standart Yumurta Viyolu,66626,50,0.94,0.121,38.66,211.0,198.54,1009.11
S-10296,Oluklu Mukavva Kutu,13390,173,0.8,0.093,17.66,193.2,1462.33,429.53
S-10297,Premium Meyve Viyolu,98381,86,1.0,0.143,34.28,205.3,274.47,1198.1
S-10298,Standart Yumurta Viyolu,98117,49,0.74,0.091,40.19,203.0,326.53,1316.59
S-10299,Standart Yumurta Viyolu,32962,52,0.76,0.086,25.04,181.6,399.62,589.83
S-10300,Endüstriyel Ambalaj Viyolu,46458,91,0.79,0.144,22.78,205.8,870.77,680.52
S-10301,Endüstriyel Ambalaj Viyolu,93202,111,0.84,0.098,19.0,184.8,799.49,1021.43
S-10302,Standart Yumurta Viyolu,71605,50,0.83,0.123,37.97,189.5,254.49,1053.64
S-10303,Endüstriyel Ambalaj Viyolu,53687,100,0.93,0.116,43.7,184.1,275.35,985.27
S-10304,Standart Yumurta Viyolu,31079,50,0.78,0.075,42.19,195.0,255.03,801.68
S-10305,Endüstriyel Ambalaj Viyolu,74942,98,0.83,0.128,16.96,209.3,919.95,839.31
S-10306,Endüstriyel Ambalaj Viyolu,82102,82,0.8,0.14,15.65,219.8,1158.09,858.83
S-10307,Endüstriyel Ambalaj Viyolu,21542,100,0.98,0.055,27.56,195.6,304.07,561.1
S-10308,Oluklu Mukavva Kutu,52372,179,0.76,0.107,28.92,238.3,1194.63,845.08
S-10309,Endüstriyel Ambalaj Viyolu,77449,80,0.73,0.065,21.76,195.1,675.7,925.18
S-10310,Endüstriyel Ambalaj Viyolu,64165,83,0.86,0.061,40.8,223.4,346.22,1011.6
S-10311,Premium Meyve Viyolu,77952,71,0.86,0.058,28.75,209.1,390.86,1006.82
S-10312,Endüstriyel Ambalaj Viyolu,91973,108,0.84,0.091,34.53,212.7,531.59,1099.22
S-10313,Standart Yumurta Viyolu,36680,49,0.94,0.096,16.56,227.2,437.66,539.33
S-10314,Premium Meyve Viyolu,47752,74,0.75,0.083,37.7,211.2,439.76,873.88
S-10315,Endüstriyel Ambalaj Viyolu,25915,81,0.96,0.137,22.16,207.1,485.12,552.64
S-10316,Premium Meyve Viyolu,30758,69,0.86,0.1,18.16,219.4,670.22,562.55
S-10317,Standart Yumurta Viyolu,82384,51,0.93,0.146,21.11,211.4,430.56,884.53
S-10318,Standart Yumurta Viyolu,39451,46,0.87,0.113,38.94,203.8,235.86,872.49
S-10319,Endüstriyel Ambalaj Viyolu,25396,121,0.75,0.12,38.8,199.0,622.59,738.55
S-10320,Premium Meyve Viyolu,75323,89,0.76,0.139,34.63,189.1,597.58,981.38
S-10321,Oluklu Mukavva Kutu,76698,219,0.73,0.138,39.11,210.3,1135.93,1107.54
S-10322,Endüstriyel Ambalaj Viyolu,73242,110,1.0,0.117,34.04,190.0,263.35,1044.16
S-10323,Premium Meyve Viyolu,69871,77,0.75,0.051,31.79,211.6,482.67,968.1
S-10324,Premium Meyve Viyolu,60277,66,0.72,0.123,20.62,231.5,911.95,799.26
S-10325,Premium Meyve Viyolu,19150,68,0.91,0.081,29.14,229.3,337.27,579.71
S-10326,Endüstriyel Ambalaj Viyolu,54548,130,0.85,0.133,25.06,190.4,816.66,792.24
S-10327,Oluklu Mukavva Kutu,10336,222,0.73,0.074,19.26,200.9,1850.44,412.91
S-10328,Oluklu Mukavva Kutu,86931,298,0.9,0.112,25.57,230.5,1498.32,990.93
S-10329,Endüstriyel Ambalaj Viyolu,29476,108,0.89,0.063,35.29,199.5,374.56,740.99
S-10330,Endüstriyel Ambalaj Viyolu,55236,101,0.75,0.136,21.82,230.2,1205.24,700.99
S-10331,Endüstriyel Ambalaj Viyolu,69682,100,0.91,0.101,24.16,192.8,527.98,869.05
S-10332,Premium Meyve Viyolu,41300,78,0.96,0.127,38.65,219.9,292.21,844.03
S-10333,Endüstriyel Ambalaj Viyolu,40613,129,0.9,0.106,18.33,206.8,963.08,601.04
S-10334,Endüstriyel Ambalaj Viyolu,15720,100,0.86,0.088,44.3,186.6,313.34,751.05
S-10335,Endüstriyel Ambalaj Viyolu,59968,104,0.92,0.142,23.4,231.5,753.31,782.38
S-10336,Premium Meyve Viyolu,74923,90,0.93,0.13,15.54,237.8,873.59,827.95
S-10337,Standart Yumurta Viyolu,26547,53,0.95,0.078,41.18,186.8,153.95,844.56
S-10338,Oluklu Mukavva Kutu,23154,262,0.73,0.074,15.37,208.1,2576.74,425.53
S-10339,Standart Yumurta Viyolu,78937,52,0.79,0.08,37.3,182.9,270.98,1154.64
S-10340,Standart Yumurta Viyolu,28894,51,0.97,0.069,17.37,194.4,295.52,540.24
S-10341,Premium Meyve Viyolu,19807,75,0.72,0.133,32.97,186.9,543.91,657.3
S-10342,Oluklu Mukavva Kutu,54375,251,0.96,0.107,30.52,205.8,718.51,778.19
S-10343,Standart Yumurta Viyolu,53065,55,0.93,0.11,41.78,206.6,224.51,1017.11
S-10344,Endüstriyel Ambalaj Viyolu,51505,120,0.88,0.12,22.12,210.7,817.3,695.93
S-10345,Endüstriyel Ambalaj Viyolu,80912,82,0.85,0.115,43.52,216.0,374.48,1247.37
S-10346,Standart Yumurta Viyolu,40771,55,0.89,0.057,22.63,201.7,331.96,655.6
S-10347,Oluklu Mukavva Kutu,39817,173,0.74,0.078,44.15,199.9,619.12,905.59
S-10348,Endüstriyel Ambalaj Viyolu,22903,128,0.88,0.078,21.21,211.0,785.22,507.64
S-10349,Standart Yumurta Viyolu,68153,47,0.94,0.107,30.38,197.6,220.03,952.46
S-10350,Oluklu Mukavva Kutu,13794,161,0.73,0.112,18.42,200.7,1653.73,431.07
S-10351,Oluklu Mukavva Kutu,17355,225,0.85,0.12,44.78,187.9,642.56,723.53
S-10352,Oluklu Mukavva Kutu,59131,260,0.83,0.091,42.23,222.8,854.38,1047.31
S-10353,Premium Meyve Viyolu,42007,76,0.95,0.146,39.64,180.1,232.68,873.83
S-10354,Endüstriyel Ambalaj Viyolu,84177,123,0.78,0.056,33.11,221.2,642.34,1026.52
S-10355,Premium Meyve Viyolu,32280,65,0.84,0.087,18.63,205.1,594.01,555.08
S-10356,Standart Yumurta Viyolu,89887,51,0.72,0.085,43.25,220.1,304.69,1292.3
S-10357,Premium Meyve Viyolu,75230,89,0.88,0.051,34.08,234.8,431.69,1029.65
S-10358,Premium Meyve Viyolu,40433,74,0.92,0.062,42.07,184.0,189.65,891.51
S-10359,Oluklu Mukavva Kutu,70236,215,0.7,0.092,23.85,209.2,1564.43,865.94
S-10360,Standart Yumurta Viyolu,70981,49,0.74,0.106,25.3,223.8,557.77,900.1
S-10361,Premium Meyve Viyolu,19681,74,0.91,0.093,35.19,196.5,307.09,652.23
S-10362,Oluklu Mukavva Kutu,87014,226,0.83,0.13,39.67,231.5,1027.75,1199.31
S-10363,Endüstriyel Ambalaj Viyolu,42780,109,0.8,0.108,26.14,216.1,849.37,743.83
S-10364,Oluklu Mukavva Kutu,36111,248,0.81,0.067,27.92,188.6,1017.05,711.27
S-10365,Endüstriyel Ambalaj Viyolu,23979,95,0.75,0.053,34.37,218.2,519.74,682.54
S-10366,Endüstriyel Ambalaj Viyolu,84963,102,0.82,0.081,35.31,216.3,485.64,1070.01
S-10367,Oluklu Mukavva Kutu,48696,155,1.0,0.095,35.65,188.4,299.0,863.82
S-10368,Endüstriyel Ambalaj Viyolu,45976,80,0.85,0.146,26.53,182.3,505.96,726.29
S-10369,Standart Yumurta Viyolu,89482,52,0.75,0.052,37.69,207.5,302.1,1140.27
S-10370,Oluklu Mukavva Kutu,40162,240,0.73,0.146,24.42,233.3,2285.52,684.06
S-10371,Premium Meyve Viyolu,93442,66,1.0,0.079,43.83,203.4,128.9,1196.84
S-10372,Oluklu Mukavva Kutu,98835,185,0.86,0.065,31.61,212.5,775.72,1164.62
S-10373,Standart Yumurta Viyolu,92242,55,0.83,0.08,22.78,191.7,403.59,974.18
S-10374,Standart Yumurta Viyolu,50492,52,0.78,0.147,31.73,200.8,391.34,836.89
S-10375,Standart Yumurta Viyolu,85965,50,0.83,0.113,29.67,204.1,375.04,1115.87
S-10376,Premium Meyve Viyolu,21813,89,0.89,0.07,26.85,182.4,441.32,548.88
S-10377,Oluklu Mukavva Kutu,52823,256,0.77,0.146,42.28,223.3,1285.9,974.51
S-10378,Premium Meyve Viyolu,36318,64,0.74,0.129,18.74,227.7,956.31,572.36
S-10379,Oluklu Mukavva Kutu,79579,278,0.98,0.065,28.88,238.9,838.28,981.8
S-10380,Oluklu Mukavva Kutu,31567,215,0.88,0.088,23.57,192.2,957.65,641.45
S-10381,Endüstriyel Ambalaj Viyolu,48684,127,0.85,0.099,32.32,231.9,702.99,833.7
S-10382,Oluklu Mukavva Kutu,25095,269,0.95,0.126,32.21,237.4,969.7,665.59
S-10383,Standart Yumurta Viyolu,28449,48,0.96,0.094,40.41,233.6,192.48,696.94
S-10384,Endüstriyel Ambalaj Viyolu,83048,103,0.89,0.143,15.57,208.6,1090.05,878.74
S-10385,Standart Yumurta Viyolu,61717,45,0.91,0.063,23.98,201.5,258.22,836.82
S-10386,Oluklu Mukavva Kutu,80329,181,0.76,0.146,15.27,239.9,2736.86,842.32
S-10387,Endüstriyel Ambalaj Viyolu,58311,123,0.79,0.051,37.14,230.0,573.63,961.02
S-10388,Oluklu Mukavva Kutu,86619,247,0.93,0.127,34.76,226.0,899.03,1147.24
S-10389,Oluklu Mukavva Kutu,24201,209,0.73,0.099,17.33,204.5,1918.52,482.46
S-10390,Endüstriyel Ambalaj Viyolu,13280,119,0.8,0.061,39.25,236.9,522.7,683.1
S-10391,Oluklu Mukavva Kutu,89964,206,0.72,0.1,38.84,222.4,985.61,1135.12
S-10392,Standart Yumurta Viyolu,93283,52,0.77,0.078,39.1,235.8,362.28,1186.27
S-10393,Oluklu Mukavva Kutu,95097,254,0.8,0.098,21.78,218.4,1770.92,1010.58
S-10394,Standart Yumurta Viyolu,28320,45,0.81,0.115,18.69,233.3,522.7,532.25
S-10395,Standart Yumurta Viyolu,49893,52,0.88,0.112,17.15,221.0,598.53,624.79
S-10396,Standart Yumurta Viyolu,22739,48,0.95,0.13,31.58,211.2,245.2,633.6
S-10397,Premium Meyve Viyolu,60940,74,0.78,0.1,23.53,188.0,557.05,803.34
S-10398,Oluklu Mukavva Kutu,97881,288,0.92,0.082,15.0,210.7,1740.59,942.04
S-10399,Endüstriyel Ambalaj Viyolu,86983,127,0.95,0.05,22.4,224.5,553.51,942.6
S-10400,Premium Meyve Viyolu,64379,80,0.81,0.077,40.28,198.8,354.34,1029.74
S-10401,Standart Yumurta Viyolu,74139,54,0.83,0.141,26.32,237.8,551.31,896.35
S-10402,Endüstriyel Ambalaj Viyolu,46666,82,0.85,0.089,33.98,222.2,469.03,872.18
S-10403,Oluklu Mukavva Kutu,38477,263,0.99,0.126,43.52,222.2,527.28,881.06
S-10404,Endüstriyel Ambalaj Viyolu,40947,103,0.93,0.114,16.45,201.6,755.89,597.59
S-10405,Standart Yumurta Viyolu,99873,50,0.83,0.096,21.27,202.1,439.58,1018.36
S-10406,Oluklu Mukavva Kutu,17936,251,0.93,0.092,39.67,231.0,759.87,680.16
S-10407,Oluklu Mukavva Kutu,34878,181,0.84,0.138,21.47,220.7,1321.72,624.12
S-10408,Endüstriyel Ambalaj Viyolu,22015,122,0.74,0.115,37.16,198.9,625.0,755.6
S-10409,Premium Meyve Viyolu,94109,80,0.91,0.07,41.71,197.2,241.9,1224.2
S-10410,Standart Yumurta Viyolu,16629,50,0.73,0.102,23.03,230.1,604.19,484.38
S-10411,Premium Meyve Viyolu,26505,85,0.85,0.09,30.93,215.7,483.76,656.47
S-10412,Premium Meyve Viyolu,18992,86,0.99,0.102,35.33,198.7,240.14,686.58
S-10413,Premium Meyve Viyolu,86858,66,0.86,0.148,18.77,181.0,602.47,931.35
S-10414,Premium Meyve Viyolu,53064,84,0.74,0.077,15.53,197.6,980.17,691.63
S-10415,Premium Meyve Viyolu,88116,60,0.8,0.087,15.04,198.0,723.81,875.01
S-10416,Oluklu Mukavva Kutu,28964,183,0.95,0.052,41.96,227.0,431.73,860.16
S-10417,Oluklu Mukavva Kutu,32871,178,0.82,0.08,16.97,193.7,1320.12,501.99
S-10418,Standart Yumurta Viyolu,27275,45,0.92,0.097,16.74,237.5,482.04,502.76
S-10419,Oluklu Mukavva Kutu,41186,300,0.99,0.058,25.97,193.5,646.03,690.46
S-10420,Oluklu Mukavva Kutu,12068,194,0.89,0.128,32.35,188.8,750.52,613.4
S-10421,Oluklu Mukavva Kutu,16868,182,0.82,0.117,22.8,200.7,1190.83,512.63
S-10422,Endüstriyel Ambalaj Viyolu,78955,87,0.84,0.139,36.23,183.7,398.22,1157.23
S-10423,Standart Yumurta Viyolu,72422,52,0.74,0.146,30.89,194.5,482.75,961.68
S-10424,Oluklu Mukavva Kutu,77271,177,0.72,0.077,39.21,207.6,723.74,1159.81
S-10425,Endüstriyel Ambalaj Viyolu,76039,94,0.71,0.067,28.37,192.6,596.29,977.17
S-10426,Standart Yumurta Viyolu,96363,53,0.99,0.07,43.54,239.7,139.49,1292.3
S-10427,Oluklu Mukavva Kutu,70036,157,0.83,0.109,17.19,217.3,1491.68,782.11
S-10428,Standart Yumurta Viyolu,72781,51,0.93,0.066,29.31,223.1,268.07,895.92
S-10429,Endüstriyel Ambalaj Viyolu,99928,86,0.9,0.066,31.95,226.3,395.78,1152.9
S-10430,Endüstriyel Ambalaj Viyolu,68138,84,0.7,0.086,42.79,193.7,394.21,1102.4
S-10431,Standart Yumurta Viyolu,52219,54,0.8,0.135,36.87,185.7,307.65,899.48
S-10432,Premium Meyve Viyolu,18609,64,0.84,0.116,18.56,197.3,639.51,460.32
S-10433,Oluklu Mukavva Kutu,91830,299,1.0,0.054,37.83,202.3,486.09,1142.73
S-10434,Oluklu Mukavva Kutu,59925,285,0.98,0.145,32.31,201.4,726.85,925.61
S-10435,Oluklu Mukavva Kutu,69469,279,0.87,0.086,34.7,194.4,879.67,950.25
S-10436,Endüstriyel Ambalaj Viyolu,22999,130,0.77,0.054,16.08,190.5,1078.33,475.15
S-10437,Standart Yumurta Viyolu,95814,55,0.99,0.108,28.1,214.8,246.07,1084.5
S-10438,Premium Meyve Viyolu,66370,74,0.78,0.085,41.82,236.8,425.68,1092.07
S-10439,Premium Meyve Viyolu,64239,70,0.93,0.098,29.93,192.3,279.13,909.76
S-10440,Endüstriyel Ambalaj Viyolu,62262,106,0.8,0.136,21.21,184.3,741.45,785.42
S-10441,Standart Yumurta Viyolu,50966,51,0.94,0.134,24.97,221.6,359.92,786.74
S-10442,Oluklu Mukavva Kutu,97177,215,0.75,0.138,31.17,196.9,1199.62,1122.02
S-10443,Oluklu Mukavva Kutu,30006,271,0.74,0.127,15.0,205.0,2833.88,495.72
S-10444,Standart Yumurta Viyolu,21957,46,0.99,0.073,24.13,198.2,192.71,526.9
S-10445,Standart Yumurta Viyolu,66606,46,0.92,0.135,27.68,198.2,295.65,850.36
S-10446,Oluklu Mukavva Kutu,27054,292,0.95,0.068,26.13,234.1,1008.34,644.08
S-10447,Standart Yumurta Viyolu,86869,53,0.88,0.116,17.35,212.7,534.74,911.51
S-10448,Oluklu Mukavva Kutu,97819,181,0.93,0.108,43.57,182.5,432.43,1201.79
S-10449,Endüstriyel Ambalaj Viyolu,56346,122,0.79,0.121,37.77,186.2,615.08,1056.36
S-10450,Endüstriyel Ambalaj Viyolu,16743,98,0.81,0.143,39.83,221.8,558.32,757.54
S-10451,Oluklu Mukavva Kutu,56090,176,0.98,0.119,36.87,231.7,534.98,904.14
S-10452,Premium Meyve Viyolu,30280,81,0.76,0.085,25.07,238.7,781.76,636.9
S-10453,Endüstriyel Ambalaj Viyolu,39392,86,0.92,0.106,43.41,209.8,277.75,883.08
S-10454,Oluklu Mukavva Kutu,82910,244,0.94,0.123,26.53,181.5,752.52,963.32
S-10455,Standart Yumurta Viyolu,46512,54,0.91,0.132,31.39,238.0,360.14,777.9
S-10456,Premium Meyve Viyolu,66244,87,0.92,0.136,20.38,228.0,627.37,830.04
S-10457,Standart Yumurta Viyolu,89822,55,0.74,0.137,19.72,198.6,709.46,925.74
S-10458,Oluklu Mukavva Kutu,13794,196,0.9,0.13,22.51,217.5,1251.25,484.79
S-10459,Oluklu Mukavva Kutu,50499,236,0.97,0.051,35.22,183.1,392.6,885.12
S-10460,Oluklu Mukavva Kutu,10800,196,0.79,0.085,33.64,200.0,841.02,630.31
S-10461,Premium Meyve Viyolu,84228,81,0.72,0.128,23.57,206.0,777.99,997.3
S-10462,Endüstriyel Ambalaj Viyolu,19120,89,0.72,0.087,43.33,218.5,514.45,808.52
S-10463,Standart Yumurta Viyolu,22026,53,0.76,0.092,37.53,186.1,279.19,686.21
S-10464,Premium Meyve Viyolu,59308,73,0.83,0.148,17.03,211.1,880.8,683.62
S-10465,Endüstriyel Ambalaj Viyolu,54681,90,0.92,0.12,27.68,200.8,416.3,786.59
S-10466,Oluklu Mukavva Kutu,50846,233,0.76,0.098,23.06,197.2,1522.39,729.24
S-10467,Standart Yumurta Viyolu,16895,47,0.88,0.058,17.27,237.1,474.36,432.31
S-10468,Premium Meyve Viyolu,90981,61,0.88,0.112,34.46,196.0,311.79,1073.23
S-10469,Standart Yumurta Viyolu,45665,52,0.91,0.111,24.39,196.3,345.5,717.21
S-10470,Endüstriyel Ambalaj Viyolu,73656,118,0.98,0.061,19.64,236.7,592.12,845.81
S-10471,Endüstriyel Ambalaj Viyolu,64287,97,0.76,0.109,36.03,220.8,611.05,968.54
S-10472,Premium Meyve Viyolu,77154,63,0.87,0.075,28.51,237.5,445.89,950.74
S-10473,Oluklu Mukavva Kutu,66349,178,0.76,0.117,44.31,186.1,673.36,1075.44
S-10474,Oluklu Mukavva Kutu,98895,274,0.73,0.125,42.44,206.0,1154.76,1190.35
S-10475,Oluklu Mukavva Kutu,15952,206,0.92,0.051,32.68,216.8,597.02,632.84
S-10476,Endüstriyel Ambalaj Viyolu,88554,83,0.91,0.059,20.98,232.6,535.9,921.19
S-10477,Standart Yumurta Viyolu,36794,49,0.78,0.075,16.88,207.5,610.4,595.14
S-10478,Premium Meyve Viyolu,27987,84,0.9,0.058,43.54,230.3,304.75,839.96
S-10479,Oluklu Mukavva Kutu,47938,233,0.98,0.104,21.01,217.0,971.34,707.98
S-10480,Standart Yumurta Viyolu,11013,52,0.86,0.057,26.13,235.2,399.1,552.91
S-10481,Endüstriyel Ambalaj Viyolu,33028,88,0.78,0.087,41.86,220.0,445.2,885.66
S-10482,Endüstriyel Ambalaj Viyolu,79806,125,0.89,0.075,36.16,205.7,496.59,1039.76
S-10483,Premium Meyve Viyolu,75570,77,0.98,0.056,39.74,197.5,172.15,1086.11
S-10484,Oluklu Mukavva Kutu,19447,251,0.79,0.1,16.69,209.5,2119.66,472.48
S-10485,Standart Yumurta Viyolu,67176,45,0.9,0.076,19.78,189.6,330.7,804.8
S-10486,Endüstriyel Ambalaj Viyolu,20205,100,0.94,0.119,18.31,197.4,602.41,455.5
S-10487,Endüstriyel Ambalaj Viyolu,85156,105,0.85,0.104,25.71,201.2,658.18,1003.53
S-10488,Endüstriyel Ambalaj Viyolu,47947,87,0.79,0.141,43.58,199.6,439.73,869.87
S-10489,Endüstriyel Ambalaj Viyolu,12733,100,0.98,0.138,18.08,203.6,580.5,469.84
S-10490,Premium Meyve Viyolu,91018,74,0.76,0.136,35.31,230.3,594.75,1162.9
S-10491,Oluklu Mukavva Kutu,21551,261,0.83,0.111,19.81,220.4,1978.83,479.51
S-10492,Standart Yumurta Viyolu,41891,51,0.77,0.062,19.96,180.1,452.46,655.02
S-10493,Endüstriyel Ambalaj Viyolu,78676,85,0.85,0.066,17.51,181.1,585.64,799.15
S-10494,Endüstriyel Ambalaj Viyolu,50668,127,0.73,0.072,30.58,216.5,751.82,797.86
S-10495,Oluklu Mukavva Kutu,39041,235,0.77,0.146,33.49,213.4,1230.13,717.32
S-10496,Premium Meyve Viyolu,20011,76,0.86,0.12,36.06,190.3,307.86,682.88
S-10497,Standart Yumurta Viyolu,79547,53,0.96,0.113,30.98,186.9,197.33,1019.12
S-10498,Premium Meyve Viyolu,55793,71,0.8,0.064,35.76,192.4,349.77,903.22
S-10499,Premium Meyve Viyolu,40968,63,0.76,0.101,27.58,181.1,495.48,685.35
S-10500,Premium Meyve Viyolu,43550,66,0.89,0.119,22.6,180.6,422.45,721.71
S-10501,Premium Meyve Viyolu,88957,64,0.95,0.132,40.3,209.1,251.08,1152.24
S-10502,Standart Yumurta Viyolu,33218,55,0.84,0.068,40.65,233.0,275.34,821.62
S-10503,Endüstriyel Ambalaj Viyolu,70811,128,0.82,0.13,42.05,192.2,547.24,987.37
S-10504,Endüstriyel Ambalaj Viyolu,99277,116,0.99,0.057,34.45,184.4,249.61,1155.51
S-10505,Oluklu Mukavva Kutu,92210,230,0.83,0.15,31.77,199.3,1092.03,1048.23
S-10506,Premium Meyve Viyolu,67640,62,0.81,0.057,26.09,207.9,440.95,917.25
S-10507,Endüstriyel Ambalaj Viyolu,67961,120,0.91,0.051,21.53,219.7,646.28,819.89
S-10508,Oluklu Mukavva Kutu,46002,164,0.94,0.127,31.45,184.0,545.28,842.79
S-10509,Oluklu Mukavva Kutu,76497,168,0.93,0.125,39.09,211.1,556.75,1048.89
S-10510,Oluklu Mukavva Kutu,70521,265,0.89,0.124,20.1,191.7,1451.57,834.77
S-10511,Standart Yumurta Viyolu,17456,50,0.97,0.126,32.91,219.2,225.67,652.04
S-10512,Oluklu Mukavva Kutu,20057,173,0.89,0.066,29.22,223.0,715.33,585.33
S-10513,Endüstriyel Ambalaj Viyolu,70648,117,0.79,0.074,21.45,205.5,883.0,866.81
S-10514,Standart Yumurta Viyolu,68947,54,0.76,0.058,35.88,203.0,316.27,1039.89
S-10515,Premium Meyve Viyolu,52143,79,0.94,0.077,35.77,195.8,257.47,907.82
S-10516,Endüstriyel Ambalaj Viyolu,75715,89,0.8,0.077,20.73,221.7,821.05,813.83
S-10517,Standart Yumurta Viyolu,69050,46,0.78,0.116,39.45,226.7,318.29,1066.49
S-10518,Oluklu Mukavva Kutu,21053,279,0.73,0.12,26.05,205.9,1862.07,533.8
S-10519,Premium Meyve Viyolu,15130,67,0.71,0.117,24.69,233.9,774.18,529.69
S-10520,Endüstriyel Ambalaj Viyolu,67595,113,0.97,0.15,39.76,230.7,403.16,972.82
S-10521,Premium Meyve Viyolu,57696,71,0.72,0.059,44.97,199.6,338.44,1060.01
S-10522,Oluklu Mukavva Kutu,60779,254,0.96,0.15,22.24,182.4,920.21,774.31
S-10523,Oluklu Mukavva Kutu,98984,163,0.71,0.086,38.51,214.0,888.7,1161.19
S-10524,Oluklu Mukavva Kutu,18639,234,0.77,0.051,37.93,217.4,934.07,726.7
S-10525,Standart Yumurta Viyolu,83133,55,0.87,0.112,40.93,215.2,275.53,1152.63
S-10526,Endüstriyel Ambalaj Viyolu,47243,96,0.93,0.094,36.22,203.4,344.33,813.49
S-10527,Premium Meyve Viyolu,53694,62,0.98,0.143,25.26,211.7,325.87,799.47
S-10528,Premium Meyve Viyolu,55851,69,0.88,0.055,28.64,220.5,354.5,875.71
S-10529,Endüstriyel Ambalaj Viyolu,26901,118,0.98,0.067,30.01,221.5,389.36,690.12
S-10530,Standart Yumurta Viyolu,50577,53,0.78,0.066,34.08,216.0,348.58,827.53
S-10531,Endüstriyel Ambalaj Viyolu,94343,130,0.84,0.117,40.12,190.2,542.15,1256.16
S-10532,Oluklu Mukavva Kutu,26750,284,0.95,0.13,43.83,212.2,596.7,810.11
S-10533,Standart Yumurta Viyolu,94675,55,0.75,0.107,23.31,235.3,710.69,1078.98
S-10534,Endüstriyel Ambalaj Viyolu,76648,103,0.81,0.055,15.95,205.4,950.54,785.06
S-10535,Standart Yumurta Viyolu,57526,49,0.96,0.138,34.77,192.7,201.54,881.84
S-10536,Premium Meyve Viyolu,38074,70,0.79,0.13,44.92,181.8,318.18,936.27
S-10537,Endüstriyel Ambalaj Viyolu,35166,94,0.99,0.097,40.42,183.7,191.8,827.07
S-10538,Premium Meyve Viyolu,30308,62,0.99,0.132,40.58,236.3,212.32,779.95
S-10539,Oluklu Mukavva Kutu,23256,279,0.72,0.071,21.88,208.1,1857.07,527.64
S-10540,Standart Yumurta Viyolu,96760,50,0.75,0.065,44.19,225.6,284.74,1303.75
S-10541,Premium Meyve Viyolu,88282,72,0.78,0.13,24.79,198.0,604.42,977.36
S-10542,Premium Meyve Viyolu,31266,65,0.78,0.086,35.22,183.8,346.84,729.24
S-10543,Premium Meyve Viyolu,67366,61,0.74,0.084,40.94,189.3,310.81,1013.55
S-10544,Endüstriyel Ambalaj Viyolu,57749,123,0.79,0.106,39.11,188.2,534.16,1068.61
S-10545,Premium Meyve Viyolu,68222,79,0.74,0.112,23.21,209.3,769.17,813.91
S-10546,Oluklu Mukavva Kutu,68841,209,0.79,0.132,16.71,205.1,2194.89,758.12
S-10547,Premium Meyve Viyolu,50562,90,0.87,0.117,38.31,231.7,474.7,838.33
S-10548,Endüstriyel Ambalaj Viyolu,35430,103,0.95,0.149,41.69,202.3,330.81,802.77
S-10549,Endüstriyel Ambalaj Viyolu,70513,129,0.92,0.099,29.5,230.3,647.04,918.67
S-10550,Oluklu Mukavva Kutu,60052,278,0.82,0.083,28.62,225.7,1387.5,843.54
S-10551,Endüstriyel Ambalaj Viyolu,31241,92,0.99,0.068,32.03,214.8,292.44,702.93
S-10552,Premium Meyve Viyolu,42768,61,0.77,0.105,26.17,219.7,567.22,680.78
S-10553,Endüstriyel Ambalaj Viyolu,58655,115,0.76,0.078,21.56,191.0,829.81,785.31
S-10554,Standart Yumurta Viyolu,77621,46,0.98,0.147,32.14,188.6,189.79,989.48
S-10555,Oluklu Mukavva Kutu,20993,191,0.81,0.059,31.7,230.7,914.46,649.18
